Project,Owner,Manager,Category,Key,Priority,Status,Reporter,Assignee,Components,SummaryTopWords,DescriptionTopWords,CommentsTopWords,CreationDate,ResolutionDate,creationDate_number,resolutionDate_number,nResolutionDays,count,AffectsVersions,FixVersions,NoComments,FirstCommentDate,LastCommentDate,NoWatchers,NoAttachments,FirstAttachmentDate,LastAttachmentDate,NoAttachedPatches,FirstAttachedPatchDate,LastAttachedPatchDate,InwardIssueLinks,OutwardIssueLinks
YARN,ASF,Apache Hadoop Committee,big-data,8208,Minor,Resolved,yeshavora,yeshavora,native-services,add:1 log:1 statement:1 docker:1 client:1 configuration:1 file:1 info:1 level:1,log:1 statement:1 indicate:1 source:1 docker:1 client:1 configuration:1 file:1 moved:1 info:1 level:1,color:420 green:148 yarn:57 patch:47 passed:27 blue:24 red:18 trunk:18 apache:18 tests:16 unit:11 compile:10 maven:10 https:10 build:10 project:9 brown:8 client:8 services:8 black:8 builds:8 job:8 common:7 docker:6 0s:6 java:6 new:5 failed:5 core:5 subsystem:4 author:4 please:4 dependency:4 ordering:4 branch:4 26s:4 errors:4 building:4 testing:4 artifacts:4 11s:4 orange:4 issues:4 ce:4 linux:4 personality:4 test:4 console:4 12s:3 14s:3 8s:3 generated:3 issue:3 artifact:3 applications:3 thanks:3 x:2 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 appear:2 include:2 modified:2 justify:2 needed:2 also:2 list:2 manual:2 steps:2 performed:2 verify:2 19s:2 23s:2 generate:2 license:2 warnings:2 4s:2 reason:2 resource:2 report:2 notes:2 server:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 default:2 results:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 see:2 looks:2 unrelated:2 address:2 review:2 29s:2 28s:2 commit:2 edit:2 main:2 22s:1 13s:1 unchanged:1 fixed:1 total:1 10s:1 jan:1 validated:1 correct:1 token:1 couple:1 items:1 typo:1 word:1 uploaded:1 addressing:1 comments:1 50s:1 7s:1 21s:1 20s:1 24s:1 feb:1 logging:1 change:1 fine:1 opened:1 failure:1 success:1 integrated:1 add:1 log:1 statement:1 configuration:1 file:1 rev:1 service:1,2018-04-25T23:45:40.000+0000,2018-04-27T14:02:36.000+0000,180425,180427,2,1,3.1.0,3.1.1 3.2.0,6,2018-04-26T22:44:58.719+0000,2018-04-27T13:33:02.145+0000,0,3,2018-04-26T00:05:17.481+0000,2018-04-27T00:59:45.131+0000,3,2018-04-26T00:05:17.481+0000,2018-04-27T00:59:45.131+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,8209,Critical,Resolved,csingh,ebadger,,,,color:1164 green:470 yarn:216 patch:118 server:97 passed:81 docker:71 container:60 apache:54 trunk:52 project:33 executor:30 compile:30 tests:30 file:29 build:29 java:28 https:28 red:24 blue:24 brown:24 black:24 code:22 builds:22 job:22 linux:21 new:20 0s:18 client:18 maven:18 orange:16 unit:16 command:15 cc:14 test:14 issues:14 exit:14 testing:13 generated:13 main:13 think:12 c:12 subsystem:12 author:12 errors:12 building:12 artifacts:12 ce:12 personality:12 console:12 issue:11 commands:11 edit:11 get:10 overall:10 inspect:10 fixed:10 thread:9 branch:9 artifact:9 quote:8 report:8 need:7 write:7 appears:7 race:7 rather:7 comment:7 contain:7 unchanged:7 total:7 21s:7 failed:7 generate:7 default:7 node:6 manager:6 directory:6 seems:6 fix:6 remove:6 removal:6 vote:6 23s:6 mode:6 activated:6 tags:6 include:6 modified:6 files:6 license:6 warnings:6 notes:6 image:6 url:6 secure:6 attachment:6 optional:6 generic:6 utc:6 gnu:6 tool:6 provided:6 git:6 revision:6 version:6 results:6 max:6 process:6 count:6 vs:6 modules:6 u:6 output:6 powered:6 snapshot:6 http:6 message:6 automatically:6 written:5 pass:5 case:5 way:5 like:5 call:5 good:5 arguments:5 thanks:5 going:4 fixing:4 string:4 problem:4 instead:4 cleaned:4 getting:4 thank:4 want:4 environment:4 make:4 specific:4 e:4 addressed:4 x:4 18s:4 reason:4 comments:4 field:4 null:3 check:3 deletion:3 tested:3 failing:3 local:3 handle:3 cleanup:3 wins:3 state:3 believe:3 release:3 may:3 change:3 unnecessary:3 disk:3 makes:3 sense:3 also:3 many:3 nice:3 follow:3 22s:3 1s:3 29s:3 mon:3 jan:3 format:3 simplify:3 succeeds:3 looks:3 exec:3 nit:3 return:3 24s:3 20s:3 10s:3 module:3 unread:3 line:3 html:3 19s:3 commit:3 native:3 introduce:2 regression:2 id:2 called:2 failure:2 little:2 require:2 following:2 lines:2 find:2 however:2 debug:2 delay:2 delete:2 guarantee:2 times:2 fail:2 removed:2 go:2 directly:2 run:2 smaller:2 contract:2 still:2 possible:2 likely:2 variable:2 perform:2 avoid:2 condition:2 badger:2 proposing:2 sent:2 skipping:2 propose:2 necessary:2 agree:2 yes:2 apologies:2 ones:2 parameters:2 example:2 given:2 missing:2 used:2 removable:2 prior:2 calling:2 put:2 using:2 17s:2 feb:2 25s:2 system:2 usage:2 argument:2 formatting:2 might:2 apart:2 checks:2 right:2 take:2 removing:2 always:2 returning:2 appropriate:2 overlaps:2 confuse:2 reads:2 behavior:2 means:2 success:2 personally:2 actual:2 logged:2 nm:2 logs:2 meant:2 hides:2 reviews:2 needed:2 puts:1 private:1 trying:1 clean:1 status:1 exist:1 looking:1 closely:1 simply:1 showed:1 task:1 caused:1 dead:1 bookkeeping:1 lookup:1 passes:1 back:1 enter:1 immediately:1 tries:1 easily:1 uses:1 function:1 figured:1 minor:1 update:1 found:1 containers:1 invoke:1 including:1 warn:1 unable:1 gets:1 trickier:1 inside:1 happen:1 tasks:1 actually:1 threads:1 title:1 dispatcher:1 handles:1 creation:1 creates:1 removes:1 scheduled:1 executed:1 sec:1 seconds:1 added:1 pools:1 ordering:1 sometimes:1 time:1 latter:1 stick:1 around:1 exited:1 manually:1 correct:1 course:1 action:1 revert:1 unblock:1 impending:1 ahead:1 blocker:1 try:1 quickly:1 mentioned:1 next:1 proposed:1 solution:1 entirely:1 requirement:1 invoking:1 anywhere:1 additionally:1 regardless:1 pegged:1 slow:1 unreliable:1 plus:1 things:1 use:1 potentially:1 massive:1 number:1 volume:1 mount:1 add:1 separate:1 path:1 significantly:1 within:1 parse:1 gives:1 us:1 insights:1 serialization:1 step:1 away:1 alternate:1 proposal:1 read:1 buffer:1 overflow:1 proper:1 passing:1 variables:1 full:1 circle:1 ending:1 data:1 small:1 modification:1 skip:1 generation:1 matches:1 accordingly:1 decouple:1 dependency:1 significant:1 particular:1 instance:1 page:1 quite:1 accidentally:1 contradicted:1 agreement:1 frequent:1 structure:1 export:1 key:1 value:1 pair:1 approach:1 cover:1 cases:1 idea:1 reverting:1 thoughts:1 tracking:1 relocation:1 discussion:1 multiple:1 improvement:1 well:1 today:1 changes:1 calls:1 convert:1 straight:1 invocations:1 attaching:1 bypasses:1 deleting:1 locally:1 delayed:1 feature:1 12s:1 scheduler:1 27s:1 works:1 seeing:1 pointer:1 exception:1 different:1 constructing:1 screens:1 developer:1 assume:1 receive:1 one:1 match:1 screen:1 overloading:1 expects:1 certain:1 logic:1 move:1 future:1 breakage:1 nitpick:1 block:1 couple:1 indented:1 correctly:1 freed:1 fails:1 said:1 free:1 copy:1 pasted:1 inefficient:1 copying:1 flat:1 separated:1 spaces:1 pull:1 char:1 functional:1 interest:1 unblocking:1 ok:1 deferring:1 another:1 non:1 nits:1 point:1 bit:1 method:1 generates:1 implementation:1 operation:1 specializations:1 callers:1 type:1 thing:1 needs:1 split:1 array:1 easier:1 name:1 indicate:1 expected:1 fork:1 already:1 practice:1 essentially:1 treated:1 boolean:1 zero:1 every:1 administrator:1 programming:1 knowledge:1 determine:1 coming:1 extra:1 confusing:1 stated:1 clearly:1 log:1 allowing:1 place:1 marking:1 critical:1 addresses:1 13s:1 26s:1 16s:1 latest:1 50s:1 3s:1 fixes:1 address:1 rest:1 deferred:1 unrelated:1 look:1 plan:1 consistency:1 sure:1 sufficient:1 rid:1 warning:1 definitely:1 valid:1 uploaded:1 8s:1 30s:1 2s:1 9s:1 integrated:1 see:1 service:1 contributed:1 rev:1 h:1 privileged:1 committed:1 review:1 recent:1 longer:1 applying:1 properly:1 correctness:1,2018-04-26T00:22:23.000+0000,2018-05-02T19:09:48.000+0000,180426,180502,54,1,,3.1.1 3.2.0,32,2018-04-26T00:24:02.019+0000,2018-05-03T16:05:09.551+0000,0,5,2018-04-30T20:36:26.305+0000,2018-05-02T16:08:01.720+0000,5,2018-04-30T20:36:26.305+0000,2018-05-02T16:08:01.720+0000,Regression:8064,
YARN,ASF,Apache Hadoop Committee,big-data,8210,Major,Resolved,suma.shivaprasad,suma.shivaprasad,yarn,logging:1 every:1 heartbeat:1 track:1 token:1 causes:1 many:1 log:1 lines:1 generated:1 logs:1,token:4 heartbeat:3 yarn:2 logs:2 updated:2 printed:2 every:2 hence:2 log:2 comment:2 client:2 added:1 track:1 purposes:1 however:1 cause:1 flooded:1 master:1 key:1 rolled:1 especially:1 long:1 running:1 proposing:1 remove:1 line:1 explained:1 https:1 issues:1 apache:1 browse:1 page:1 system:1 connection:1 established:1 never:1 sent:1 server:1 continues:1 send:1 sure:1 really:1 new:1 lines:1,color:186 green:76 patch:18 yarn:16 passed:14 trunk:11 client:8 apache:8 tests:6 red:5 compile:5 blue:4 brown:4 black:4 https:4 build:4 0s:3 branch:3 maven:3 java:3 builds:3 job:3 project:3 subsystem:2 docker:2 author:2 new:2 please:2 errors:2 building:2 testing:2 artifacts:2 25s:2 issues:2 unit:2 ce:2 linux:2 personality:2 console:2 thanks:2 commit:2 x:1 overall:1 vote:1 comment:1 mode:1 activated:1 contain:1 tags:1 appear:1 include:1 modified:1 justify:1 needed:1 also:1 list:1 manual:1 steps:1 performed:1 verify:1 2s:1 29s:1 19s:1 4s:1 40s:1 21s:1 15s:1 26s:1 18s:1 30s:1 23s:1 generate:1 license:1 warnings:1 27s:1 report:1 notes:1 server:1 image:1 issue:1 url:1 secure:1 attachment:1 optional:1 generic:1 jan:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 default:1 test:1 results:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 output:1 powered:1 snapshot:1 http:1 message:1 automatically:1 generated:1 committed:1 success:1 integrated:1 see:1 logging:1 every:1 heartbeat:1 track:1 rev:1 edit:1 main:1,2018-04-26T01:12:23.000+0000,2018-04-27T20:19:26.000+0000,180426,180427,1,1,3.0.0-alpha1 2.9.0,3.0.3 3.1.1 3.2.0,5,2018-04-26T01:13:05.180+0000,2018-04-27T20:36:00.164+0000,0,1,2018-04-26T19:58:16.980+0000,2018-04-26T19:58:16.980+0000,1,2018-04-26T19:58:16.980+0000,2018-04-26T19:58:16.980+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,8211,Major,Resolved,yeshavora,eyang,native-services,yarn:1 registry:1 log:1 finds:1 port:1 ping:1,yarn:1 registry:1 server:1 constantly:1 getting:1,color:372 green:152 patch:37 passed:28 yarn:27 trunk:18 apache:14 tests:12 red:10 compile:10 registry:9 blue:8 brown:8 black:8 https:7 build:7 0s:6 client:6 19s:6 maven:6 builds:5 job:5 project:5 subsystem:4 docker:4 author:4 new:4 please:4 errors:4 building:4 testing:4 artifacts:4 issues:4 unit:4 22s:4 ce:4 linux:4 personality:4 java:4 console:4 test:3 port:3 message:3 23s:3 server:3 issue:3 commit:3 logging:2 x:2 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 appear:2 include:2 modified:2 justify:2 needed:2 also:2 list:2 manual:2 steps:2 performed:2 verify:2 branch:2 17s:2 generate:2 license:2 warnings:2 report:2 notes:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 jan:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 default:2 results:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 automatically:2 generated:2 15s:2 system:1 monitoring:1 software:1 usually:1 send:1 tcp:1 packet:1 alive:1 cause:1 throw:1 perfectly:1 normal:1 nice:1 hide:1 error:1 reduce:1 verbose:1 ping:1 16s:1 26s:1 50s:1 13s:1 21s:1 27s:1 18s:1 25s:1 12s:1 40s:1 tested:1 resolved:1 success:1 integrated:1 see:1 log:1 finds:1 rev:1 edit:1 main:1 thank:1 review:1,2018-04-26T02:13:22.000+0000,2018-04-27T15:00:51.000+0000,180426,180427,1,1,3.1.0,3.1.1 3.2.0,6,2018-04-26T17:13:39.755+0000,2018-04-27T16:10:24.669+0000,0,2,2018-04-26T18:13:53.373+0000,2018-04-26T20:06:28.597+0000,2,2018-04-26T18:13:53.373+0000,2018-04-26T20:06:28.597+0000,,Duplicate:8216
YARN,ASF,Apache Hadoop Committee,big-data,8217,Major,Resolved,suma.shivaprasad,suma.shivaprasad,,use:1 configuration:1 instead:1,issue:2 fixed:1 similar:1 occur:1 well:1,color:420 green:153 yarn:79 patch:40 server:36 passed:26 blue:24 apache:20 trunk:19 project:13 tests:11 https:11 build:11 compile:10 maven:10 java:10 red:9 common:9 unit:9 builds:9 job:9 brown:8 orange:8 black:8 branch:7 0s:6 new:6 test:6 errors:6 client:6 error:6 generated:5 issues:5 16s:5 subsystem:4 docker:4 author:4 dependency:4 ordering:4 building:4 testing:4 artifacts:4 fixed:4 ce:4 linux:4 personality:4 artifact:4 console:4 unchanged:3 total:3 http:3 failures:3 commit:3 security:3 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 appears:2 include:2 modified:2 files:2 9s:2 19s:2 5s:2 50s:2 8s:2 failed:2 23s:2 generate:2 license:2 warnings:2 unread:2 field:2 line:2 report:2 notes:2 image:2 issue:2 url:2 secure:2 attachment:2 optional:2 generic:2 mon:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 default:2 results:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 message:2 automatically:2 fix:2 thanks:2 edit:2 main:2 x:1 10s:1 21s:1 15s:1 26s:1 reason:1 module:1 reservation:1 html:1 unrelated:1 upload:1 info:1 run:1 skipped:1 looks:1 fine:1 related:1 well:1 next:1 cs:1 7s:1 11s:1 4s:1 28s:1 committed:1 success:1 integrated:1 see:1 rev:1 timeline:1 add:1,2018-04-26T21:52:25.000+0000,2018-05-03T12:58:29.000+0000,180426,180503,53,1,,3.0.3 3.1.1 3.2.0,7,2018-04-27T00:11:14.424+0000,2018-05-03T13:10:41.862+0000,0,2,2018-04-26T21:55:33.017+0000,2018-04-27T17:48:02.452+0000,2,2018-04-26T21:55:33.017+0000,2018-04-27T17:48:02.452+0000,Reference:HADOOP-15411,
YARN,ASF,Apache Hadoop Committee,big-data,8221,Major,Resolved,sunilg,sunilg,webapp,also:1 need:1 honor:1 yarn:1 display:1 user:1,yarn:1 display:1 user:1 honored:1 also:1 need:1 honor:1,color:186 green:76 patch:21 yarn:19 passed:14 trunk:11 server:9 apache:8 tests:6 red:5 compile:5 blue:4 brown:4 branch:4 black:4 https:4 build:4 0s:3 client:3 maven:3 java:3 builds:3 job:3 project:3 subsystem:2 docker:2 author:2 new:2 please:2 also:2 errors:2 building:2 testing:2 artifacts:2 issues:2 unit:2 ce:2 linux:2 personality:2 console:2 commit:2 cc:1 help:1 review:1 keeping:1 consistency:1 across:1 cli:1 looks:1 straightforward:1 pending:1 changed:1 available:1 run:1 x:1 overall:1 vote:1 comment:1 mode:1 activated:1 contain:1 tags:1 appear:1 include:1 modified:1 justify:1 needed:1 list:1 manual:1 steps:1 performed:1 verify:1 11s:1 27s:1 16s:1 26s:1 18s:1 23s:1 generate:1 license:1 warnings:1 report:1 notes:1 image:1 issue:1 url:1 secure:1 attachment:1 optional:1 generic:1 jan:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 default:1 test:1 results:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 output:1 powered:1 snapshot:1 http:1 message:1 automatically:1 generated:1 committed:1 thanks:1 success:1 integrated:1 see:1 need:1 honor:1 rev:1 edit:1 main:1,2018-04-27T05:55:17.000+0000,2018-04-27T17:31:26.000+0000,180427,180427,0,1,,3.0.3 3.1.1 3.2.0 2.10.0,6,2018-04-27T05:56:27.633+0000,2018-04-27T17:54:50.346+0000,0,1,2018-04-27T05:56:15.726+0000,2018-04-27T05:56:15.726+0000,1,2018-04-27T05:56:15.726+0000,2018-04-27T05:56:15.726+0000,,Reference:7157
YARN,ASF,Apache Hadoop Committee,big-data,8222,Critical,Resolved,Tao Yang,Tao Yang,,fix:1 potential:1 gets:1 context:1,java:27 apache:23 yarn:23 server:15 scheduler:13 capacity:6 handle:5 state:4 problems:3 get:3 null:3 sls:3 run:3 performance:2 tests:2 check:2 application:2 attempt:2 transition:2 common:2 fica:2 thread:2 happen:2 non:2 reference:2 code:2 apply:2 recently:1 found:1 two:1 calling:1 occasionally:1 happened:1 large:1 number:1 fast:1 finished:1 applications:1 checked:1 places:1 call:1 need:1 process:1 guarantee:1 return:1 result:1 fix:1 add:1 getting:1 form:1 access:1 event:1 looks:1 like:1 node:1 heartbeat:1 delay:1 try:1 update:1 metrics:1 exist:1 outdated:1 proposal:1 existed:1,color:186 green:76 yarn:28 patch:20 server:14 passed:13 trunk:11 apache:9 tests:6 red:5 compile:5 project:5 java:5 blue:4 brown:4 black:4 https:4 build:4 0s:3 new:3 please:3 branch:3 client:3 maven:3 builds:3 job:3 thanks:3 review:2 subsystem:2 docker:2 author:2 errors:2 building:2 testing:2 artifacts:2 generated:2 issues:2 unit:2 ce:2 linux:2 personality:2 console:2 tao:2 yang:2 fix:2 sometime:2 context:2 commit:2 edit:2 main:2 attached:1 x:1 overall:1 vote:1 comment:1 mode:1 activated:1 contain:1 tags:1 appear:1 include:1 modified:1 justify:1 needed:1 also:1 list:1 manual:1 steps:1 performed:1 verify:1 24s:1 18s:1 28s:1 unchanged:1 fixed:1 total:1 21s:1 26s:1 7s:1 23s:1 generate:1 license:1 warnings:1 report:1 notes:1 image:1 issue:1 url:1 secure:1 attachment:1 optional:1 generic:1 jan:1 utc:1 gnu:1 tool:1 provided:1 git:1 revision:1 version:1 default:1 test:1 results:1 max:1 process:1 thread:1 count:1 vs:1 modules:1 c:1 u:1 output:1 powered:1 snapshot:1 http:1 message:1 automatically:1 hi:1 generally:1 always:1 good:1 allow:1 take:1 look:1 happens:1 pickup:1 find:1 week:1 committing:1 shortly:1 committed:1 cherry:1 picked:1 contribution:1 success:1 integrated:1 see:1 potential:1 gets:1 rev:1 scheduler:1,2018-04-27T07:17:50.000+0000,2018-05-02T10:07:32.000+0000,180427,180502,55,1,3.2.0,3.0.3 3.1.1 3.2.0,6,2018-04-27T09:01:37.519+0000,2018-05-02T10:23:44.204+0000,0,1,2018-04-27T09:01:25.370+0000,2018-04-27T09:01:25.370+0000,1,2018-04-27T09:01:25.370+0000,2018-04-27T09:01:25.370+0000,,
YARN,ASF,Apache Hadoop Committee,big-data,8223,Blocker,Resolved,charanh,Zian Chen,,auxiliary:1 service:1 loaded:1,java:34 apache:26 service:12 yarn:11 security:8 default:8 server:8 info:7 class:6 jar:4 annotation:4 management:4 auxiliary:3 local:3 net:3 tools:3 custom:3 loading:2 location:2 file:2 system:2 classes:2 accessibility:2 activation:2 activity:2 processing:2 model:2 naming:2 print:2 script:2 message:2 cert:2 sound:2 swing:2 transaction:2 registry:2 sax:2 commons:2 logging:2 core:2 name:2 loader:2 launcher:2 node:1 manager:1 works:1 expected:1 grid:1 using:1 warn:1 named:1 configuration:1 trying:1 send:1 read:1 data:1 may:1 issues:1 refer:1 adding:1 fails:1 failed:1 state:1 sun:1 native:1 method:1 main:1 difference:1 logs:1 variable:1 1st:1 line:1 log:1 empty:1 case:1 url:1 filename:1 specified:1,color:396 green:152 patch:47 yarn:34 passed:28 trunk:19 blue:16 server:15 apache:15 red:14 tests:14 client:13 file:10 compile:10 brown:8 black:8 https:8 build:8 maven:8 unit:7 project:7 0s:6 builds:6 job:6 jar:5 testing:5 subsystem:4 docker:4 author:4 new:4 please:4 branch:4 errors:4 building:4 artifacts:4 issues:4 ce:4 linux:4 personality:4 java:4 console:4 core:4 issue:3 process:3 21s:3 path:2 archived:2 help:2 review:2 thanks:2 x:2 overall:2 vote:2 comment:2 mode:2 activated:2 contain:2 tags:2 appear:2 include:2 modified:2 justify:2 needed:2 also:2 list:2 manual:2 steps:2 performed:2 verify:2 15s:2 25s:2 22s:2 generate:2 license:2 warnings:2 report:2 notes:2 image:2 url:2 secure:2 attachment:2 optional:2 generic:2 jan:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 default:2 test:2 results:2 max:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 generated:2 let:2 add:2 chen:2 thank:2 documentation:2 load:2 local:2 service:2 site:2 md:2 example:2 loading:2 dependency:2 ordering:2 6s:2 failed:2 commit:2 edit:2 root:1 cause:1 need:1 distinguish:1 based:1 rather:1 assume:1 input:1 always:1 ones:1 update:1 initial:1 18s:1 27s:1 40s:1 20s:1 28s:1 23s:1 change:1 actually:1 covered:1 ut:1 really:1 appreciate:1 helping:1 part:1 easy:1 used:1 future:1 info:1 doc:1 works:1 time:1 information:1 system:1 helps:1 end:1 user:1 understand:1 usage:1 commands:1 updated:1 adding:1 hi:1 13s:1 30s:1 7s:1 19s:1 8s:1 29s:1 10s:1 3s:1 17s:1 reason:1 scheduler:1 artifact:1 looks:1 good:1 committed:1 success:1 integrated:1 see:1 improved:1 auxiliary:1 rev:1 main:1,2018-04-27T11:49:02.000+0000,2018-05-04T16:39:28.000+0000,180427,180504,53,1,,3.1.1 3.2.0,10,2018-04-30T23:17:15.286+0000,2018-05-04T17:21:17.904+0000,0,2,2018-04-30T23:20:37.102+0000,2018-05-04T00:13:30.745+0000,2,2018-04-30T23:20:37.102+0000,2018-05-04T00:13:30.745+0000,,Regression:MAPREDUCE-7170
YARN,ASF,Apache Hadoop Committee,big-data,8225,Critical,Resolved,billie.rinaldi,shanekumpf@gmail.com,,yarn:1 build:1 failing:1,java:8 assert:8 hb:2 comparison:1 working:1 reason:1 expected:1 fail:1 apache:1 yarn:1 resource:1,color:372 green:157 patch:36 yarn:29 passed:28 trunk:19 apache:14 compile:10 tests:10 blue:8 brown:8 black:8 build:8 common:7 https:7 0s:6 40s:6 client:6 maven:6 thanks:6 builds:5 job:5 project:5 red:5 fix:4 subsystem:4 docker:4 author:4 test:4 errors:4 building:4 testing:4 artifacts:4 issues:4 unit:4 ce:4 linux:4 personality:4 java:4 console:4 null:4 comment:3 tags:3 new:3 branch:3 25s:3 default:3 commit:3 see:3 self:3 overall:2 vote:2 mode:2 activated:2 contain:2 include:2 modified:2 22s:2 27s:2 26s:2 generate:2 license:2 warnings:2 report:2 notes:2 server:2 image:2 issue:2 url:2 secure:2 attachment:2 optional:2 generic:2 jan:2 utc:2 gnu:2 tool:2 provided:2 git:2 revision:2 version:2 results:2 max:2 process:2 thread:2 count:2 vs:2 modules:2 c:2 u:2 output:2 powered:2 snapshot:2 http:2 message:2 automatically:2 generated:2 shortly:2 right:2 failing:2 explicitly:2 set:2 returned:2 constraint:2 think:2 quote:2 makes:2 sense:2 please:2 ran:1 well:1 put:1 appears:1 files:1 28s:1 7s:1 24s:1 starting:1 question:1 looks:1 started:1 hi:1 pass:1 target:1 expression:1 instead:1 fixing:1 ut:1 code:1 pointed:1 replacing:1 string:1 form:1 allocation:1 hope:1 attached:1 x:1 appear:1 justify:1 needed:1 also:1 list:1 manual:1 steps:1 performed:1 verify:1 14s:1 16s:1 18s:1 23s:1 4s:1 committing:1 committed:1 cherry:1 picked:1 getting:1 fixed:1 success:1 integrated:1 rev:1 edit:1 main:1 resource:1,2018-04-27T13:02:40.000+0000,2018-04-28T11:01:51.000+0000,180427,180428,1,1,,3.1.1 3.2.0,11,2018-04-27T16:37:15.609+0000,2018-04-28T11:23:56.468+0000,0,2,2018-04-27T16:50:10.067+0000,2018-04-28T01:49:13.718+0000,2,2018-04-27T16:50:10.067+0000,2018-04-28T01:49:13.718+0000,"Duplicate:8227
Regression:8111",
YARN,ASF,Apache Hadoop Committee,big-data,8232,Major,Resolved,ziqian hu,ziqian hu,resourcemanager,lost:1 queue:1 name:1 ha:1 happens:1,queue:6 container:4 name:4 preemption:4 recovered:2 based:2 null:2 patch:2 member:1 variable:1 store:1 belongs:1 ha:1 happens:1 scheduler:1 nm:1 reports:1 always:1 situation:1 causes:1 problems:1 case:1 uses:1 deduct:1 resources:1 use:1 one:1 preempt:1 selector:1 example:1 enable:1 detail:1 contain:1 function:1 throw:1 tries:1 get:1 fails:1 solved:1 problem:1 setting:1 recover:1 containers:1 branch:1,color:560 green:218 yarn:83 patch:62 passed:39 server:37 apache:32 trunk:22 https:18 branch:18 tests:17 blue:16 build:15 compile:15 red:14 builds:12 job:12 brown:12 black:12 unit:11 project:10 0s:9 maven:9 subsystem:8 console:8 new:8 orange:8 test:8 thanks:7 version:7 docker:7 issues:7 client:7 java:7 generated:6 author:6 ce:6 linux:6 personality:6 comment:5 issue:5 scheduler:4 overall:4 vote:4 mode:4 activated:4 report:4 notes:4 url:4 secure:4 attachment:4 output:4 powered:4 snapshot:4 http:4 message:4 automatically:4 artifact:4 errors:4 building:4 testing:4 artifacts:4 29s:4 queue:3 name:3 contain:3 tags:3 include:3 modified:3 40s:3 generate:3 license:3 warnings:3 image:3 optional:3 generic:3 utc:3 gnu:3 tool:3 provided:3 git:3 revision:3 default:3 results:3 max:3 process:3 thread:3 count:3 vs:3 modules:3 c:3 u:3 26s:3 commit:3 application:2 pass:2 avoid:2 x:2 see:2 one:2 based:2 please:2 28s:2 16s:2 unchanged:2 fixed:2 total:2 24s:2 12s:2 failed:2 processes:2 appears:2 files:2 mon:2 committed:2 edit:2 reporting:1 work:1 create:1 top:1 typically:1 fixes:1 named:1 check:1 details:1 instead:1 getting:1 inside:1 external:1 function:1 accessing:1 7s:1 apply:1 required:1 wrong:1 help:1 resubmit:1 another:1 product:1 environment:1 get:1 outside:1 parameter:1 10s:1 appear:1 justify:1 needed:1 also:1 list:1 manual:1 steps:1 performed:1 verify:1 20s:1 15s:1 21s:1 19s:1 25s:1 reason:1 capacity:1 timed:1 jan:1 log:1 reaper:1 add:1 regression:1 future:1 hi:1 added:1 23s:1 2s:1 22s:1 13s:1 fix:1 14s:1 8s:1 1s:1 18s:1 11s:1 feb:1 tomorrow:1 objections:1 success:1 integrated:1 lost:1 ha:1 happens:1 rev:1 main:1 reviewing:1 recently:1 ran:1 well:1,2018-04-28T06:51:53.000+0000,2018-05-08T18:38:52.000+0000,180428,180508,50,1,2.8.3,2.8.5 3.0.3 2.9.2 3.1.1 3.2.0 2.10.0,14,2018-04-30T03:26:30.504+0000,2018-05-22T16:07:04.794+0000,0,4,2018-04-30T06:50:58.525+0000,2018-05-02T02:39:15.977+0000,4,2018-04-30T06:50:58.525+0000,2018-05-02T02:39:15.977+0000,,
